timestamp,Basilea_Temperature,Basilea_Relative_Humidity,Basilea_Wind_Speed,Basilea_Wind_Direction
20210222T1900,15.680529,46.0,10.931203,107.241455
20210222T2000,13.250529,56.0,5.8048253,119.74488
20210222T2100,12.220529,59.0,3.8268526,138.81407
20210222T2200,12.100529,60.0,5.495161,148.3925
20210222T2300,12.190529,63.0,5.771239,183.57634
20210223T0000,11.080529,67.0,5.04,180.0
20210223T0100,10.950529,62.0,6.28713,156.37062
20210223T0200,10.970529,58.0,5.8603754,132.51044
20210223T0300,10.740529,58.0,1.8,143.1301
20210223T0400,10.070529,61.0,3.2599385,173.6598
20210223T0500,9.730529,58.0,4.3349743,175.23636
20210223T0600,9.760529,53.0,5.2416787,164.0546
20210223T0700,9.810529,54.0,5.3517847,160.34618
20210223T0800,9.690529,59.0,5.3517847,160.34618
20210223T0900,9.680529,60.0,5.6233797,140.19443
20210223T1000,9.980529,60.0,5.315336,118.30075
20210223T1100,10.650529,64.0,6.489992,109.44003
20210223T1200,12.960529,57.0,5.0911684,98.1301
20210223T1300,14.990529,54.0,3.319036,12.528809
20210223T1400,16.54053,50.0,7.10031,120.465546
20210223T1500,18.07053,44.0,11.609651,119.74488
20210223T1600,18.70053,43.0,13.684735,125.36246
20210223T1700,18.65053,45.0,15.408671,127.40535
20210223T1800,17.830528,46.0,11.212135,137.60255
20210223T1900,17.010529,42.0,10.009036,142.30576
20210223T2000,14.630529,50.0,10.587918,144.68878
20210223T2100,11.260529,68.0,10.805998,150.01836
20210223T2200,10.880529,66.0,10.739832,140.44034
20210223T2300,11.110529,57.0,10.464797,139.1849
20210224T0000,10.900529,55.0,10.195057,137.8624
20210224T0100,10.850529,57.0,8.587338,123.023865
20210224T0200,10.320529,60.0,7.754637,111.80141
20210224T0300,9.630529,64.0,7.628263,109.29004
20210224T0400,9.080529,66.0,6.151683,110.556046
20210224T0500,8.960529,66.0,5.154415,114.77514
20210224T0600,9.120529,63.0,5.00128,120.25643
20210224T0700,9.260529,59.0,4.829907,116.56505
20210224T0800,9.330529,57.0,5.495161,121.6075
20210224T0900,9.200529,58.0,5.991594,122.73523
20210224T1000,9.8005295,58.0,5.8048253,119.74488
20210224T1100,10.950529,63.0,7.0911775,113.96249
20210224T1200,13.660529,58.0,6.379216,106.38954
20210224T1300,15.940529,54.0,6.87779,96.009
20210224T1400,18.37053,44.0,10.739833,103.570435
20210224T1500,19.79053,38.0,12.181625,108.9704
20210224T1600,20.440529,35.0,14.578888,110.22486
20210224T1700,19.97053,37.0,15.7908325,114.22774
20210224T1800,18.780529,40.0,14.007655,115.90651
20210224T1900,17.020529,47.0,13.849477,117.89726
20210224T2000,14.630529,57.0,12.768586,130.42607
20210224T2100,12.060529,66.0,11.480557,138.81407
20210224T2200,11.460529,61.0,10.97262,138.9909
20210224T2300,11.500529,59.0,10.195057,137.8624
20210225T0000,11.440529,52.0,10.233123,129.2894
20210225T0100,11.000529,52.0,8.0899935,122.27564
20210225T0200,10.770529,52.0,5.495161,121.6075
20210225T0300,10.750529,53.0,4.8433046,131.98721
20210225T0400,10.750529,52.0,3.8268526,138.81407
20210225T0500,10.500529,52.0,3.4152596,161.56505
20210225T0600,10.490529,51.0,4.5536795,161.56505
20210225T0700,10.360529,52.0,6.193674,144.46231
20210225T0800,9.950529,55.0,7.2,126.869896
20210225T0900,9.000529,60.0,8.557102,112.249016
20210225T1000,8.770529,66.0,8.427383,109.9831
20210225T1100,10.500529,69.0,8.473393,102.26477
20210225T1200,13.310529,64.0,6.9899354,101.88866
20210225T1300,15.760529,56.0,5.4119864,93.81408
20210225T1400,15.980529,52.0,3.096837,324.46234
20210225T1500,17.23053,48.0,2.4149535,333.43497
20210225T1600,17.90053,45.0,2.0364676,315.0
20210225T1700,18.07053,45.0,1.8,306.8699
20210225T1800,17.56053,50.0,0.35999998,89.99999
20210225T1900,16.87053,50.0,1.484318,165.96376
20210225T2000,16.360529,52.0,2.1897945,170.53767
20210225T2100,16.020529,53.0,1.609969,153.43495
20210225T2200,14.810529,57.0,1.4399999,180.0
20210225T2300,13.530529,63.0,3.96,180.0
20210226T0000,12.850529,62.0,5.0528407,175.91438
20210226T0100,12.240529,59.0,5.2416787,164.0546
20210226T0200,11.790529,62.0,5.634891,153.43495
20210226T0300,11.360529,67.0,5.315336,151.69923
20210226T0400,10.710529,72.0,5.4833565,156.8014
20210226T0500,10.070529,77.0,6.489992,146.30994
20210226T0600,9.750529,77.0,7.145796,139.08562
20210226T0700,9.210529,79.0,6.9153743,141.34018
20210226T0800,8.760529,84.0,7.145796,139.08562
20210226T0900,8.540529,86.0,5.991594,122.73523
20210226T1000,8.910529,83.0,4.379589,99.46232
20210226T1100,10.890529,76.0,0.35999998,180.0
20210226T1200,12.920529,60.0,2.0991426,300.96378
20210226T1300,14.360529,54.0,2.5959969,326.30994
20210226T1400,15.340529,58.0,10.233123,309.2894
20210226T1500,15.410529,58.0,12.594856,329.03625
20210226T1600,14.660529,60.0,14.917212,340.25317
20210226T1700,14.210529,66.0,16.700275,352.5686
20210226T1800,13.360529,75.0,20.188908,356.93353
20210226T1900,10.970529,83.0,22.963936,350.98068
20210226T2000,9.320529,84.0,23.441502,349.38034
20210226T2100,8.410529,84.0,20.431387,345.7189
20210226T2200,8.030529,83.0,20.265795,347.69202
20210226T2300,7.8405285,84.0,19.245697,352.4762
20210227T0000,7.6405287,84.0,16.56,360.0
20210227T0100,7.8405285,85.0,9.178235,25.559967
20210227T0200,7.7105284,88.0,3.8268526,41.18593
20210227T0300,7.6405287,88.0,4.68,89.99999
20210227T0400,7.2105284,73.0,10.041354,75.465546
20210227T0500,6.9905286,68.0,9.693296,58.671295
20210227T0600,6.7705283,69.0,10.144082,62.52556
20210227T0700,6.4205284,67.0,11.923557,61.11342
20210227T0800,5.7305284,69.0,12.181624,55.840294
20210227T0900,5.4405284,72.0,10.739832,50.440323
20210227T1000,6.2805285,66.0,13.217443,60.64225
20210227T1100,7.7705283,58.0,16.58346,62.878693
20210227T1200,8.990529,52.0,20.291357,64.79887
20210227T1300,10.080529,42.0,22.226902,65.09524
20210227T1400,11.010529,37.0,27.438046,70.85186
20210227T1500,11.480529,35.0,28.58545,73.16253
20210227T1600,11.470529,35.0,28.817993,77.00538
20210227T1700,11.120529,37.0,28.1169,76.67547
20210227T1800,10.380529,41.0,25.932495,76.34958
20210227T1900,8.970529,47.0,20.780453,75.96376
20210227T2000,7.5805287,52.0,14.973577,62.818893
20210227T2100,6.4805284,56.0,13.004922,48.366455
20210227T2200,5.8505287,58.0,11.200571,44.999985
20210227T2300,5.1805286,61.0,9.387651,32.47119
20210228T0000,3.0905285,75.0,8.4042845,9.865799
20210228T0100,0.6405287,92.0,6.379216,343.61047
20210228T0200,0.17052865,94.0,4.8965297,323.97263
20210228T0300,0.20052865,93.0,5.3517847,317.72632
20210228T0400,-0.10947134,95.0,6.4096174,308.15723
20210228T0500,-0.14947134,94.0,6.9247384,297.89728
20210228T0600,-0.23947135,94.0,6.439876,296.56506
20210228T0700,-0.30947134,94.0,5.6920996,288.43497
20210228T0800,-0.30947134,94.0,5.2416787,285.9454
20210228T0900,-0.18947133,94.0,5.1544156,282.09476
20210228T1000,0.31052867,92.0,5.634891,296.56506
20210228T1100,0.93052864,90.0,5.634891,333.43497
20210228T1200,2.4305286,85.0,5.0528407,355.91437
20210228T1300,5.6105285,70.0,5.7599998,360.0
20210228T1400,6.0805287,70.0,8.473393,347.73523
20210228T1500,8.070529,65.0,5.937272,345.96375
20210228T1600,9.820529,58.0,3.096837,54.46232
20210228T1700,12.010529,44.0,9.72,89.99999
20210228T1800,12.370529,37.0,14.764389,88.60281
20210228T1900,10.980529,43.0,13.797912,82.504135
20210228T2000,8.880529,49.0,13.084402,82.092834
20210228T2100,7.2805285,54.0,11.570515,95.35582
20210228T2200,6.4905286,55.0,10.239453,100.124664
20210228T2300,5.5705285,59.0,8.654986,106.92751
20210301T0000,4.5905285,62.0,5.8048253,119.74488
20210301T0100,2.7705286,72.0,4.0249224,169.69516
20210301T0200,1.6205287,78.0,5.00128,149.74356
20210301T0300,1.0705286,81.0,6.193674,144.46231
20210301T0400,0.5705287,84.0,5.8603754,137.48955
20210301T0500,0.34052867,84.0,7.42159,129.09386
20210301T0600,0.5105286,81.0,8.557102,112.249016
20210301T0700,0.8305287,78.0,9.904906,109.09349
20210301T0800,0.7605287,79.0,9.0,106.2602
20210301T0900,1.3105286,78.0,9.178235,101.30993
20210301T1000,3.4605286,69.0,11.609651,97.125015
20210301T1100,5.9205284,61.0,11.183201,93.69138
20210301T1200,8.140529,57.0,10.440001,89.99999
20210301T1300,10.420529,52.0,9.255571,76.504265
20210301T1400,11.810529,51.0,17.377226,103.172554
20210301T1500,12.970529,46.0,15.745627,100.53918
20210301T1600,13.590529,44.0,14.154915,97.305756
20210301T1700,13.740529,42.0,12.24,89.99999
20210301T1800,13.370529,43.0,9.726665,87.8789
20210301T1900,12.530529,46.0,5.8603754,79.38034
20210301T2000,11.100529,54.0,3.7585104,73.30075
20210301T2100,9.090529,66.0,4.0249224,116.56505
20210301T2200,7.7305284,68.0,5.6233797,140.19443
20210301T2300,7.3605285,60.0,6.4096174,141.84277
20210302T0000,6.9305286,58.0,8.209263,127.874985
20210302T0100,6.3205285,62.0,10.009036,127.69424
20210302T0200,6.4205284,60.0,11.384198,124.69515
20210302T0300,5.6205287,61.0,10.495713,120.96376
20210302T0400,3.9605286,64.0,9.511088,119.47589
20210302T0500,3.0005286,68.0,8.854829,116.56505
20210302T0600,2.3205285,72.0,8.557102,112.249016
20210302T0700,2.0005286,75.0,8.049845,116.56505
20210302T0800,2.0405285,74.0,8.534353,117.64597
20210302T0900,2.4405286,73.0,8.699793,114.44395
20210302T1000,3.9405286,73.0,7.5685663,115.34617
20210302T1100,7.3405285,69.0,5.4833565,113.19859
20210302T1200,9.910529,58.0,1.8,89.99999
20210302T1300,11.890529,52.0,1.1384199,341.56506
20210302T1400,14.140529,42.0,5.771239,86.42367
20210302T1500,15.520529,40.0,5.2416787,74.054596
20210302T1600,16.37053,37.0,5.506941,78.69006
20210302T1700,16.740528,37.0,6.638072,77.47118
20210302T1800,16.490528,39.0,7.42159,75.96376
20210302T1900,15.640529,43.0,9.028754,85.42608
20210302T2000,13.820529,47.0,10.390226,104.03624
20210302T2100,11.140529,55.0,10.630672,118.30075
20210302T2200,10.040529,61.0,9.290511,144.46231
20210302T2300,9.540529,54.0,8.14587,135.0
20210303T0000,8.480529,51.0,9.0,126.869896
20210303T0100,8.040529,50.0,9.0,126.869896
20210303T0200,7.7005286,54.0,9.290511,125.537674
20210303T0300,7.0105286,52.0,8.287822,124.38034
20210303T0400,6.1505284,45.0,5.1919937,123.69006
20210303T0500,5.7705283,36.0,3.6,143.1301
20210303T0600,6.6005287,26.0,5.8048253,150.25511
20210303T0700,7.2105284,24.0,6.12,151.9275
20210303T0800,6.4305286,37.0,6.2145634,169.99202
20210303T0900,6.6505284,48.0,5.634891,153.43495
20210303T1000,7.6705284,50.0,5.4833565,113.19859
20210303T1100,9.430529,52.0,4.5536795,108.434944
20210303T1200,11.660529,47.0,2.8116899,129.80557
20210303T1300,13.440529,47.0,0.35999998,180.0
20210303T1400,14.780529,46.0,2.4149535,333.43497
20210303T1500,15.890529,44.0,2.0991426,329.03625
20210303T1600,16.56053,42.0,4.072935,315.0
20210303T1700,16.90053,40.0,6.8777895,312.8789
20210303T1800,16.71053,42.0,8.209263,307.875
20210303T1900,15.950529,44.0,4.8965297,306.02737
20210303T2000,15.220529,46.0,1.8,270.0
20210303T2100,14.210529,49.0,3.319036,192.52881
20210303T2200,13.310529,53.0,5.0911684,171.8699
20210303T2300,12.540529,58.0,6.6185193,157.61987
20210304T0000,11.630529,61.0,6.439876,153.43495
20210304T0100,11.150529,63.0,5.6920996,161.56505
20210304T0200,11.000529,63.0,5.815978,158.1986
20210304T0300,10.770529,63.0,5.154415,155.22485
20210304T0400,10.610529,61.0,6.12,180.0
20210304T0500,10.090529,53.0,6.28713,203.62938
20210304T0600,9.190529,50.0,5.5887027,194.93143
20210304T0700,7.9705286,55.0,6.519877,173.6598
20210304T0800,7.540529,59.0,6.439876,153.43495
20210304T0900,8.180529,62.0,5.495161,121.6075
20210304T1000,8.930529,64.0,2.5959969,123.69006
20210304T1100,10.510529,62.0,3.2399998,270.0
20210304T1200,11.980529,54.0,6.924738,278.97263
20210304T1300,14.770529,48.0,10.853866,275.7106
20210304T1400,13.860529,51.0,14.587776,285.7512
20210304T1500,14.630529,52.0,18.25026,284.8586
20210304T1600,13.560529,58.0,18.556595,288.08344
20210304T1700,12.670529,64.0,20.948164,289.0577
20210304T1800,11.780529,71.0,20.991426,292.16635
20210304T1900,10.600529,73.0,14.494192,284.3814
20210304T2000,9.820529,80.0,11.090103,256.86597
20210304T2100,9.620529,82.0,11.659777,278.88065
20210304T2200,8.580529,87.0,10.931203,287.24146
20210304T2300,7.540529,89.0,8.311245,265.03027
20210305T0000,7.6105285,85.0,8.854829,243.43495
20210305T0100,8.230529,80.0,7.5685663,267.27368
20210305T0200,8.270529,82.0,6.489992,289.44003
20210305T0300,7.6705284,88.0,6.618519,315.0
20210305T0400,7.290529,92.0,7.145796,319.08563
20210305T0500,7.0905285,93.0,6.9247384,332.10272
20210305T0600,6.4805284,93.0,9.178235,334.44003
20210305T0700,5.9705286,90.0,10.464797,333.43497
20210305T0800,5.4605284,91.0,12.245293,335.69547
20210305T0900,5.1805286,91.0,15.256526,340.70996
20210305T1000,5.3505287,88.0,16.516901,339.59012
20210305T1100,6.0805287,80.0,17.782688,338.6294
20210305T1200,6.9905286,75.0,19.469975,340.55997
20210305T1300,7.9305286,70.0,20.176065,344.4759
20210305T1400,7.7005286,64.0,22.91026,351.8699
20210305T1500,7.5305285,64.0,22.319998,360.0
20210305T1600,7.5105286,63.0,20.721119,7.9893036
20210305T1700,7.0105286,67.0,21.38897,6.7661743
20210305T1800,6.7505283,67.0,22.608458,9.1623535
20210305T1900,6.6905284,66.0,18.455048,20.55603
20210305T2000,6.790529,63.0,14.618837,37.99872
20210305T2100,6.4605284,62.0,16.179985,69.14554
20210305T2200,5.6005287,66.0,14.84318,75.96376
20210305T2300,4.5805287,69.0,23.042812,90.89517
20210306T0000,3.5605285,70.0,24.490587,91.68468
20210306T0100,2.8105285,69.0,21.599998,89.99999
20210306T0200,2.7905285,64.0,19.443333,91.060905
20210306T0300,1.9805287,65.0,20.16,89.99999
20210306T0400,1.0805286,61.0,16.919998,89.99999
20210306T0500,0.5805287,62.0,13.684735,91.50743
20210306T0600,0.32052866,62.0,9.0645685,83.15723
20210306T0700,0.040528655,63.0,6.5693827,80.537674
20210306T0800,-0.43947133,65.0,5.0142193,68.96249
20210306T0900,0.16052866,63.0,6.151683,69.443954
20210306T1000,2.2605286,54.0,10.829959,74.577835
20210306T1100,4.5705285,42.0,17.373497,84.05313
20210306T1200,5.9505286,40.0,20.570463,85.98582
20210306T1300,7.6605287,37.0,19.06301,79.11447
20210306T1400,9.220529,39.0,8.854829,63.43495
20210306T1500,10.460529,31.0,13.684735,88.49257
20210306T1600,10.430529,32.0,17.373497,95.94686
20210306T1700,10.450529,32.0,17.015474,96.07246
20210306T1800,10.060529,34.0,15.941944,96.48307
20210306T1900,9.060529,36.0,13.004921,94.76365
20210306T2000,7.4205284,41.0,13.004921,94.76365
20210306T2100,5.3105288,47.0,11.620809,106.1892
20210306T2200,3.8905284,50.0,10.636766,113.96249
20210306T2300,2.8505285,52.0,9.511088,119.47589
20210307T0000,1.7905287,57.0,8.714677,128.29016
20210307T0100,1.3805287,57.0,8.161764,131.42366
20210307T0200,1.1405287,56.0,7.2,126.869896
20210307T0300,1.6605287,52.0,9.511088,119.47589
20210307T0400,2.4705286,47.0,12.24,118.07248
20210307T0500,2.6805286,48.0,13.37825,113.80594
20210307T0600,2.6405284,50.0,11.841756,109.53665
20210307T0700,2.1605287,54.0,13.1041975,105.9454
20210307T0800,1.6505287,60.0,11.165805,110.772255
20210307T0900,1.5705286,69.0,10.703569,109.653824
20210307T1000,4.3305287,60.0,9.227524,110.556046
20210307T1100,6.5605288,62.0,6.849467,183.01279
20210307T1200,8.500529,70.0,5.771239,183.57634
20210307T1300,9.750529,67.0,1.484318,75.96376
20210307T1400,11.360529,55.0,8.707238,277.125
20210307T1500,11.580529,54.0,9.726665,272.1211
20210307T1600,11.520529,53.0,10.239453,280.1247
20210307T1700,11.840529,52.0,11.090103,283.13403
20210307T1800,11.400529,54.0,10.703569,289.6538
20210307T1900,10.450529,58.0,8.39657,300.96378
20210307T2000,9.620529,63.0,7.24486,296.56506
20210307T2100,8.960529,67.0,6.638072,282.5288
20210307T2200,8.440529,70.0,6.130579,273.36646
20210307T2300,7.2005286,75.0,7.69592,259.2157
20210308T0000,5.8505287,81.0,8.311245,265.03027
20210308T0100,4.9905286,80.0,6.8399997,270.0
20210308T0200,4.4205284,76.0,6.519877,276.34018
20210308T0300,4.4505286,74.0,7.42159,284.03625
20210308T0400,3.4505286,74.0,7.289444,290.22485
20210308T0500,2.4605286,76.0,7.42159,284.03625
20210308T0600,1.6805286,75.0,6.725354,285.5241
20210308T0700,0.9605287,74.0,6.28713,283.2405
20210308T0800,0.61052865,73.0,6.162207,276.70984
20210308T0900,1.1505287,71.0,5.95906,295.0169
20210308T1000,2.5005286,69.0,6.638072,310.60132
20210308T1100,4.1705284,66.0,8.209263,322.12503
20210308T1200,6.0505285,62.0,9.83268,336.25052
20210308T1300,7.7605286,56.0,11.726277,342.1213
20210308T1400,8.280529,54.0,11.212135,354.47247
20210308T1500,9.220529,51.0,12.287555,354.95755
20210308T1600,9.750529,50.0,13.722565,355.48602
20210308T1700,9.850529,49.0,15.158522,355.91437
20210308T1800,9.570529,49.0,15.484185,358.6678
20210308T1900,8.360529,53.0,14.917212,351.67438
20210308T2000,6.3005285,60.0,15.111424,347.61926
20210308T2100,5.040529,64.0,10.703569,340.3462
20210308T2200,4.000529,70.0,2.5455842,278.1301
20210308T2300,3.2905285,72.0,4.8433046,228.01279
20210309T0000,2.5605285,75.0,3.5455887,246.0375
20210309T0100,2.0605285,76.0,2.16,270.0
20210309T0200,1.3505287,80.0,2.7416782,293.1986
20210309T0300,0.8305287,82.0,2.52,270.0
20210309T0400,0.54052866,82.0,1.8,270.0
20210309T0500,0.36052868,81.0,1.08,270.0
20210309T0600,0.23052865,80.0,1.835647,258.69006
20210309T0700,0.23052865,77.0,1.835647,258.69006
20210309T0800,0.56052864,72.0,1.609969,243.43495
20210309T0900,1.4605286,71.0,0.5091169,315.0
20210309T1000,2.6605287,69.0,2.3051248,321.3402
20210309T1100,4.4505286,64.0,3.8268526,311.1859
20210309T1200,6.1405287,59.0,6.989936,325.4915
20210309T1300,7.6205287,53.0,11.298495,337.52057
20210309T1400,8.340529,51.0,12.7279215,331.26022
20210309T1500,9.180529,48.0,14.168641,332.78387
20210309T1600,9.490529,46.0,15.463246,335.22485
20210309T1700,9.5505295,44.0,16.311613,337.96378
20210309T1800,9.210529,45.0,14.917212,340.25317
20210309T1900,8.510529,48.0,10.829959,344.57782
20210309T2000,8.150529,51.0,9.346143,344.35776
20210309T2100,7.7405286,53.0,7.771331,346.6075
20210309T2200,7.1705284,55.0,4.32,360.0
20210309T2300,6.1605287,59.0,1.8,360.0
20210310T0000,5.5305285,63.0,2.52,270.0
20210310T0100,4.7705283,69.0,3.0758414,249.44395
20210310T0200,4.2705283,72.0,3.096837,234.46233
20210310T0300,4.4205284,72.0,3.7585104,253.30075
20210310T0400,4.3205285,72.0,5.937272,284.03625
20210310T0500,4.1005287,73.0,5.0528407,274.08563
20210310T0600,4.2205286,74.0,3.7064266,240.9454
20210310T0700,4.2805285,75.0,4.802999,257.00537
20210310T0800,2.5305285,82.0,7.968939,251.56506
20210310T0900,3.7605286,80.0,10.829959,254.57785
20210310T1000,5.5205283,72.0,14.77755,272.79272
20210310T1100,6.6405287,66.0,12.245294,268.3153
20210310T1200,8.070529,59.0,11.090103,283.13403
20210310T1300,9.290529,54.0,12.758432,286.38956
20210310T1400,9.570529,55.0,2.5959969,303.69006
20210310T1500,10.640529,51.0,2.9024127,277.125
20210310T1600,11.440529,48.0,4.1046314,285.25513
20210310T1700,11.890529,45.0,5.6920996,288.43497
20210310T1800,11.750529,46.0,7.628263,289.29004
20210310T1900,11.250529,48.0,7.172949,287.52557
20210310T2000,10.610529,52.0,3.671294,281.30994
20210310T2100,10.290529,53.0,1.4399999,180.0
20210310T2200,10.180529,54.0,3.096837,144.46231
20210310T2300,9.930529,54.0,6.4096174,141.84277
20210311T0000,9.390529,57.0,5.8603754,137.48955
20210311T0100,9.030529,56.0,6.9527545,158.7495
20210311T0200,8.970529,44.0,11.269782,206.56505
20210311T0300,10.010529,38.0,13.237038,225.0
20210311T0400,9.640529,48.0,13.755579,222.8789
20210311T0500,9.330529,52.0,10.703569,222.27368
20210311T0600,9.320529,55.0,12.229406,227.38594
20210311T0700,9.110529,58.0,17.309975,225.0
20210311T0800,8.670529,58.0,21.203358,229.82077
20210311T0900,9.630529,60.0,22.608458,232.76517
20210311T1000,12.080529,58.0,24.20314,239.62088
20210311T1100,12.530529,65.0,25.478743,246.69511
20210311T1200,13.5505295,62.0,27.609911,247.78241
20210311T1300,14.270529,58.0,33.3559,251.76059
20210311T1400,14.3005295,60.0,38.706276,251.56506
20210311T1500,14.150529,64.0,37.923225,250.0169
20210311T1600,13.540529,67.0,33.847656,240.70865
20210311T1700,14.390529,64.0,36.06474,243.9465
20210311T1800,13.470529,69.0,38.275295,253.61046
20210311T1900,12.310529,76.0,32.489876,254.57785
20210311T2000,10.950529,79.0,36.016193,271.71835
20210311T2100,10.260529,78.0,34.979332,278.88065
20210311T2200,9.460529,76.0,33.887836,266.95523
20210311T2300,8.740529,72.0,33.99475,264.5309
20210312T0000,8.110529,73.0,31.983318,258.31064
20210312T0100,7.6005287,73.0,30.563978,254.98164
20210312T0200,7.0305285,74.0,28.73242,254.74487
20210312T0300,6.4505286,75.0,27.155552,255.41107
20210312T0400,5.9305286,76.0,23.933908,254.29138
20210312T0500,5.5305285,77.0,23.83896,255.12433
20210312T0600,5.6105285,75.0,23.400002,255.74997
20210312T0700,5.4905286,75.0,22.450264,254.18082
20210312T0800,5.2705283,75.0,22.086521,250.9744
20210312T0900,5.7305284,72.0,23.688984,253.21736
20210312T1000,6.4705286,67.0,26.525429,262.19983
20210312T1100,7.5305285,61.0,27.153164,263.91147
20210312T1200,8.310529,57.0,27.419146,266.23596
20210312T1300,8.860529,55.0,27.729347,268.51215
20210312T1400,9.920529,50.0,29.539747,267.90475
20210312T1500,9.830529,48.0,26.758923,264.59622
20210312T1600,10.780529,46.0,27.343414,260.90973
20210312T1700,10.080529,46.0,27.534704,258.69006
20210312T1800,9.920529,48.0,27.684914,257.22876
20210312T1900,9.280529,50.0,25.277023,252.59729
20210312T2000,8.730529,52.0,24.640942,244.93253
20210312T2100,8.360529,54.0,27.41678,240.0685
20210312T2200,7.7405286,62.0,28.017622,242.44719
20210312T2300,7.3005285,66.0,28.357855,241.15735
20210313T0000,7.3005285,67.0,30.267845,243.13019
20210313T0100,7.0605288,66.0,30.589407,243.43495
20210313T0200,7.0305285,65.0,32.427986,247.1355
20210313T0300,6.790529,66.0,31.956968,247.47943
20210313T0400,6.1805286,70.0,32.28981,247.7241
20210313T0500,6.0505285,69.0,29.62518,244.05771
20210313T0600,6.1805286,66.0,28.533264,240.52411
20210313T0700,5.8605285,66.0,28.056913,236.51382
20210313T0800,5.9605284,66.0,26.932714,232.05785
20210313T0900,7.1505284,63.0,30.472675,231.23448
20210313T1000,8.500529,59.0,35.261627,229.96974
20210313T1100,9.720529,55.0,38.45939,234.52467
20210313T1200,9.710529,54.0,40.23795,236.30994
20210313T1300,9.890529,55.0,42.645947,234.96835
20210313T1400,11.630529,51.0,42.645947,234.96835
20210313T1500,11.710529,51.0,43.542145,237.49248
20210313T1600,11.360529,53.0,46.30725,239.64738
20210313T1700,11.150529,55.0,47.194336,245.19434
20210313T1800,9.920529,63.0,43.78701,248.28607
20210313T1900,8.430529,74.0,32.10667,252.37772
20210313T2000,8.040529,72.0,29.888672,260.99152
20210313T2100,7.7405286,74.0,29.519999,257.31964
20210313T2200,7.5605288,72.0,34.619946,253.07248
20210313T2300,6.6805286,73.0,37.003025,252.44647
20210314T0000,6.2005286,76.0,34.152596,251.56506
20210314T0100,5.9105287,78.0,31.869658,256.2777
20210314T0200,5.7205286,75.0,35.230373,258.8049
20210314T0300,5.290529,77.0,32.32992,262.32104
20210314T0400,3.8805285,80.0,31.353085,272.63245
20210314T0500,3.1805286,82.0,31.129074,275.9743
20210314T0600,2.5205286,83.0,24.122683,270.8551
20210314T0700,2.4605286,84.0,20.532627,267.99045
20210314T0800,2.1605287,85.0,32.058193,271.9306
20210314T0900,2.4205287,82.0,30.96837,271.3322
20210314T1000,3.4205287,75.0,30.239998,270.0
20210314T1100,3.4705286,80.0,29.070974,262.17093
20210314T1200,4.6305285,72.0,32.399998,270.0
20210314T1300,6.5005283,64.0,32.09052,273.21548
20210314T1400,6.2305284,72.0,40.68637,268.98602
20210314T1500,5.9905286,72.0,37.1969,284.57422
20210314T1600,6.1805286,70.0,35.406506,288.9876
20210314T1700,6.3005285,69.0,34.726475,289.37415
20210314T1800,6.2705283,68.0,32.35997,290.85446
20210314T1900,6.1505284,70.0,31.154043,292.41614
20210314T2000,5.1205287,75.0,26.282463,293.4047
20210314T2100,5.0705285,78.0,22.930048,292.1355
20210314T2200,5.0905285,78.0,20.49156,288.43494
20210314T2300,4.6005287,81.0,19.9954,283.53586
20210315T0000,4.4105287,82.0,18.228943,279.09027
20210315T0100,4.3405285,83.0,19.201874,276.4588
20210315T0200,4.3205285,83.0,19.829433,273.12213
20210315T0300,4.2705283,83.0,21.599998,270.0
20210315T0400,4.1905284,83.0,23.4,270.0
20210315T0500,4.0305285,84.0,25.922499,269.20428
20210315T0600,3.4005284,85.0,27.086262,265.4261
20210315T0700,3.7305286,85.0,23.936617,257.84506
20210315T0800,3.7805285,83.0,29.09103,257.8557
20210315T0900,3.9205287,77.0,37.909554,251.73712
20210315T1000,4.6905284,77.0,45.40141,259.49197
20210315T1100,5.5705285,73.0,47.42855,263.89996
20210315T1200,6.3505287,71.0,47.656166,265.6677
20210315T1300,6.7605286,71.0,46.46232,268.22397
20210315T1400,8.010529,74.0,28.460497,288.43497
20210315T1500,7.9905286,70.0,26.368616,308.90414
20210315T1600,8.510529,63.0,21.178896,328.2011
20210315T1700,8.510529,60.0,20.523157,338.38525
20210315T1800,8.440529,59.0,20.447239,333.8861
20210315T1900,7.7005286,62.0,19.161337,334.39783
20210315T2000,6.7105284,69.0,16.311613,337.96378
20210315T2100,5.7205286,74.0,14.773164,316.97495
20210315T2200,5.3905287,78.0,15.379206,302.57407
20210315T2300,5.2505283,78.0,14.4,306.8699
20210316T0000,3.9705286,81.0,12.594856,300.96375
20210316T0100,2.9205287,85.0,11.966954,285.70865
20210316T0200,2.2205286,86.0,11.5199995,270.0
20210316T0300,1.7405287,86.0,14.044615,268.5312
20210316T0400,1.7405287,87.0,14.05845,272.93567
20210316T0500,0.84052867,91.0,15.876775,273.9005
20210316T0600,-0.09947134,91.0,18.374111,267.75427
20210316T0700,-0.04947134,89.0,20.519999,270.0
20210316T0800,0.10052866,88.0,21.24305,269.029
20210316T0900,1.3305286,81.0,23.469128,274.3987
20210316T1000,2.5405285,73.0,22.608458,279.16235
20210316T1100,3.4705286,68.0,22.42427,275.52753
20210316T1200,3.7705286,66.0,24.522316,273.36646
20210316T1300,4.9005284,59.0,24.967499,275.7928
20210316T1400,6.2005286,59.0,17.309973,286.92752
