timestamp,Basilea_Temperature,Basilea_Relative_Humidity,Basilea_Wind_Speed,Basilea_Wind_Direction
20210101T0000,3.2905285,89.0,5.0911684,225.0
20210101T0100,3.3205285,87.0,11.304229,260.83765
20210101T0200,2.3505285,90.0,12.959999,270.0
20210101T0300,2.0205286,88.0,11.5199995,270.0
20210101T0400,1.7105286,86.0,12.245294,271.6847
20210101T0500,1.2505287,86.0,14.044615,268.5312
20210101T0600,0.5705287,88.0,12.979984,273.17984
20210101T0700,-0.28947133,88.0,13.324863,271.54816
20210101T0800,-0.8594713,91.0,12.599999,270.0
20210101T0900,-0.9194713,90.0,11.525623,268.21008
20210101T1000,-0.6194713,89.0,10.08,270.0
20210101T1100,0.29052866,86.0,9.178235,281.30994
20210101T1200,1.3305286,81.0,7.7043357,322.59467
20210101T1300,2.3205285,80.0,12.24,360.0
20210101T1400,3.9205287,80.0,15.273505,351.8699
20210101T1500,4.1505284,76.0,19.110542,356.7603
20210101T1600,4.0605288,76.0,22.366402,3.6913757
20210101T1700,3.3905284,79.0,22.065973,5.617584
20210101T1800,2.2505286,83.0,18.72,360.0
20210101T1900,1.9705287,85.0,18.0036,358.85425
20210101T2000,1.7305287,85.0,16.203999,358.727
20210101T2100,1.5205287,86.0,13.679999,360.0
20210101T2200,1.1205287,90.0,10.446206,358.0251
20210101T2300,0.7505287,91.0,8.825508,348.23172
20210102T0000,0.61052865,91.0,7.0911775,336.0375
20210102T0100,0.53052866,90.0,5.991594,327.26477
20210102T0200,0.050528657,92.0,8.217153,331.1892
20210102T0300,-0.30947134,93.0,5.8603754,317.48956
20210102T0400,-0.56947136,93.0,7.127636,315.0
20210102T0500,-0.7394713,94.0,7.5685663,334.65384
20210102T0600,-0.45947134,94.0,7.8954163,335.77228
20210102T0700,-0.32947135,94.0,7.69592,349.2157
20210102T0800,-0.6094713,94.0,9.9571085,347.4712
20210102T0900,-0.52947134,93.0,11.252519,352.64764
20210102T1000,-0.33947134,91.0,15.745627,349.46082
20210102T1100,0.34052867,86.0,18.36353,358.8767
20210102T1200,1.8605287,79.0,16.071491,15.592804
20210102T1300,3.4005284,71.0,19.386591,15.068481
20210102T1400,5.3305287,62.0,16.075521,34.04593
20210102T1500,5.7005286,60.0,18.161278,39.36931
20210102T1600,5.2005286,62.0,20.188908,39.93637
20210102T1700,4.4605284,64.0,19.296135,36.656097
20210102T1800,3.0805285,70.0,16.263872,27.699463
20210102T1900,1.2305287,83.0,13.627795,12.200455
20210102T2000,1.1105287,85.0,14.917212,8.325638
20210102T2100,0.91052866,88.0,15.5843,6.6325073
20210102T2200,0.55052865,89.0,14.404499,1.4320831
20210102T2300,0.050528657,90.0,13.75558,353.991
20210103T0000,-0.28947133,91.0,12.661564,345.17352
20210103T0100,-0.5594713,92.0,12.768586,338.49857
20210103T0200,-1.0494714,92.0,14.336861,331.50436
20210103T0300,-1.2494713,93.0,15.94601,331.69925
20210103T0400,-1.2994714,94.0,16.981165,327.99463
20210103T0500,-1.1794714,93.0,18.681883,334.91644
20210103T0600,-1.0494714,92.0,19.930477,339.92847
20210103T0700,-0.90947133,92.0,21.288757,341.25867
20210103T0800,-0.7494713,93.0,22.086521,340.9744
20210103T0900,-0.76947135,94.0,21.288757,341.25867
20210103T1000,-0.51947135,92.0,20.188908,338.00888
20210103T1100,0.09052865,86.0,20.49156,341.56506
20210103T1200,0.6405287,82.0,20.523157,344.74487
20210103T1300,1.1705287,78.0,19.734436,345.20325
20210103T1400,2.0505285,72.0,13.570615,338.1986
20210103T1500,2.4205287,71.0,12.979984,340.55997
20210103T1600,2.6005285,70.0,12.864649,342.07208
20210103T1700,2.4005284,70.0,12.641076,340.0169
20210103T1800,1.7105286,74.0,10.787993,334.29004
20210103T1900,1.2605287,78.0,9.511088,330.5241
20210103T2000,0.87052864,81.0,6.3690495,317.29062
20210103T2100,0.34052867,85.0,5.6920996,288.43497
20210103T2200,-0.04947134,90.0,3.2599385,263.65982
20210103T2300,-0.04947134,90.0,2.8799999,180.0
20210104T0000,-0.08947134,86.0,4.8433046,138.01279
20210104T0100,0.0005286578,85.0,5.495161,121.6075
20210104T0200,0.16052866,83.0,6.0347,107.35402
20210104T0300,-0.059471346,89.0,6.725354,105.5241
20210104T0400,-0.32947135,89.0,7.172949,107.52557
20210104T0500,-0.48947132,88.0,7.42159,112.83366
20210104T0600,-0.65947133,88.0,7.5685663,115.34617
20210104T0700,-0.94947135,88.0,7.24486,116.56505
20210104T0800,-1.2194713,88.0,7.8954163,114.22774
20210104T0900,-1.3094714,88.0,10.636766,113.96249
20210104T1000,-1.0094713,84.0,13.202726,115.86635
20210104T1100,0.030528657,77.0,14.658676,114.67686
20210104T1200,1.1405287,71.0,15.034041,106.69924
20210104T1300,2.0505285,68.0,10.823973,86.18592
20210104T1400,2.0105286,73.0,7.2,360.0
20210104T1500,2.8905284,72.0,9.3669195,357.79742
20210104T1600,3.5505285,72.0,9.007196,2.2906036
20210104T1700,3.5705285,74.0,9.0,360.0
20210104T1800,1.6805286,84.0,9.0645685,353.15723
20210104T1900,0.20052865,93.0,4.802999,12.994629
20210104T2000,-0.29947135,95.0,4.32,89.99999
20210104T2100,0.0005286578,91.0,6.87779,96.009
20210104T2200,1.4205287,76.0,9.47012,81.25384
20210104T2300,0.46052867,76.0,8.473393,77.73522
20210105T0000,-0.39947134,80.0,4.3498964,65.55604
20210105T0100,-0.9294713,84.0,2.16,360.0
20210105T0200,-1.2494713,86.0,4.198285,300.96378
20210105T0300,-1.1494713,89.0,7.289444,290.22485
20210105T0400,-0.63947135,85.0,7.754637,291.8014
20210105T0500,-0.5494713,84.0,6.6185193,292.38013
20210105T0600,-0.71947134,87.0,7.2805495,278.53076
20210105T0700,-1.0294713,90.0,7.172949,287.52557
20210105T0800,-1.2594713,91.0,3.396233,302.00537
20210105T0900,-1.1494713,91.0,2.4149535,296.56506
20210105T1000,-0.5494713,84.0,2.5455842,278.1301
20210105T1100,0.39052868,78.0,3.319036,282.5288
20210105T1200,1.4105287,72.0,3.563818,315.0
20210105T1300,1.5605286,72.0,5.0142193,338.9625
20210105T1400,2.0105286,67.0,6.4799995,360.0
20210105T1500,2.3405285,66.0,7.9526596,354.8056
20210105T1600,2.5405285,65.0,8.707238,352.875
20210105T1700,2.5205286,68.0,7.968939,341.56506
20210105T1800,1.2805287,78.0,9.585739,325.71313
20210105T1900,0.21052867,86.0,7.491114,324.7824
20210105T2000,0.6405287,90.0,6.763786,334.7989
20210105T2100,0.8805287,93.0,6.162207,353.29016
20210105T2200,0.90052867,94.0,3.2399998,360.0
20210105T2300,0.55052865,96.0,3.6179552,354.28943
20210106T0000,0.73052865,93.0,0.8049845,333.43497
20210106T0100,0.66052866,94.0,2.0991426,300.96378
20210106T0200,0.91052866,93.0,1.8,216.8699
20210106T0300,0.7105287,94.0,3.396233,212.00539
20210106T0400,0.68052864,95.0,4.379589,260.5377
20210106T0500,0.74052864,95.0,8.311245,287.65012
20210106T0600,0.66052866,93.0,11.384199,288.43497
20210106T0700,0.44052866,89.0,16.595179,273.7314
20210106T0800,0.29052866,86.0,20.163212,271.02304
20210106T0900,0.0005286578,88.0,21.316135,274.844
20210106T1000,0.030528657,86.0,21.67487,281.49658
20210106T1100,0.67052865,84.0,20.268991,289.7223
20210106T1200,1.4905287,81.0,18.218275,299.60446
20210106T1300,2.1805286,77.0,16.279802,305.09583
20210106T1400,3.2405286,71.0,17.76081,287.70044
20210106T1500,3.6405284,70.0,18.532133,294.0755
20210106T1600,3.8005285,70.0,18.331741,289.50244
20210106T1700,3.8705285,71.0,19.469975,289.44003
20210106T1800,3.4805286,73.0,19.721298,291.41296
20210106T1900,3.0205286,78.0,20.12461,280.30487
20210106T2000,2.7105286,81.0,20.519999,270.0
20210106T2100,2.3905284,82.0,21.485697,261.32684
20210106T2200,2.1405284,79.0,23.377836,260.2476
20210106T2300,1.7705287,80.0,22.553936,261.74057
20210107T0000,1.6105287,81.0,19.559633,263.65982
20210107T0100,0.31052867,86.0,16.167967,258.43988
20210107T0200,0.53052866,86.0,13.797912,262.50415
20210107T0300,1.0105287,82.0,17.313717,266.42368
20210107T0400,0.9605287,80.0,19.09358,267.83893
20210107T0500,0.73052865,83.0,18.806337,264.5077
20210107T0600,0.7005287,82.0,19.559633,263.65982
20210107T0700,0.67052865,83.0,18.844202,263.41806
20210107T0800,0.68052864,84.0,17.106628,261.52887
20210107T0900,0.67052865,85.0,16.700275,262.5686
20210107T1000,0.8905287,83.0,19.881649,264.80557
20210107T1100,1.5805286,77.0,22.346113,272.7702
20210107T1200,2.4005284,73.0,21.485697,278.67316
20210107T1300,3.0405285,69.0,20.082708,284.53445
20210107T1400,2.1505284,68.0,10.086427,272.0454
20210107T1500,2.5905285,66.0,10.495713,275.90616
20210107T1600,2.4905286,66.0,11.659777,278.88065
20210107T1700,2.2605286,67.0,11.966953,276.91122
20210107T1800,1.3105286,72.0,10.086427,272.0454
20210107T1900,0.5705287,76.0,8.4042845,260.1342
20210107T2000,-0.13947135,80.0,8.0899935,237.72437
20210107T2100,-0.65947133,81.0,7.7043357,232.59465
20210107T2200,-0.96947134,82.0,7.127636,225.0
20210107T2300,-1.1894714,82.0,6.4096174,218.15723
20210108T0000,-1.0294713,80.0,6.3690495,227.29062
20210108T0100,-0.36947134,77.0,6.9527545,248.7495
20210108T0200,-0.15947133,84.0,11.304229,260.83765
20210108T0300,-0.93947136,86.0,11.367109,259.04596
20210108T0400,-1.0594714,86.0,10.390226,255.96376
20210108T0500,-0.76947135,83.0,10.137692,253.49564
20210108T0600,-0.38947132,80.0,10.239453,259.87534
20210108T0700,-0.21947134,78.0,10.239453,259.87534
20210108T0800,-0.44947132,79.0,10.041354,255.46555
20210108T0900,-0.19947135,78.0,10.8955765,262.40536
20210108T1000,0.22052866,80.0,13.084402,262.09283
20210108T1100,1.0105287,78.0,16.263872,264.9204
20210108T1200,1.7705287,72.0,16.923828,268.78113
20210108T1300,2.4405286,68.0,14.830076,275.5722
20210108T1400,2.1505284,67.0,12.783802,279.7276
20210108T1500,2.4605286,64.0,11.090103,283.13403
20210108T1600,2.5705285,61.0,8.891344,291.37064
20210108T1700,2.3505285,63.0,6.696387,306.25385
20210108T1800,1.8205286,65.0,4.6800003,337.38013
20210108T1900,1.2905287,68.0,5.1544156,12.094757
20210108T2000,0.66052866,73.0,5.692099,55.304832
20210108T2100,-0.96947134,81.0,11.177405,75.06858
20210108T2200,-1.4894713,80.0,9.114471,80.90972
20210108T2300,-1.6794714,80.0,7.9932976,82.23483
20210109T0000,-1.5994713,77.0,6.12,89.99999
20210109T0100,-1.3794713,77.0,6.9899354,101.88866
20210109T0200,-1.4994713,76.0,8.64,89.99999
20210109T0300,-1.6294713,75.0,8.12197,102.80426
20210109T0400,-1.8894713,78.0,7.771331,103.392494
20210109T0500,-2.0294714,74.0,8.350138,82.56859
20210109T0600,-2.1494715,68.0,8.557102,75.37913
20210109T0700,-2.3894715,73.0,7.342588,78.69006
20210109T0800,-2.5294714,77.0,5.4833565,66.8014
20210109T0900,-2.9194715,79.0,4.8433046,48.01277
20210109T1000,-2.7394714,77.0,3.8773184,21.801407
20210109T1100,-1.5794713,75.0,4.452954,14.03624
20210109T1200,0.36052868,71.0,9.504272,52.696053
20210109T1300,2.4505286,64.0,16.263872,62.30053
20210109T1400,2.7505286,65.0,17.873556,62.402702
20210109T1500,3.0505285,62.0,19.353138,71.56504
20210109T1600,2.8705285,61.0,19.64558,76.2184
20210109T1700,2.3805285,63.0,17.811815,75.96376
20210109T1800,1.3105286,66.0,13.363711,62.74466
20210109T1900,-0.059471346,72.0,11.592894,53.841812
20210109T2000,-0.8694713,72.0,10.009036,52.305756
20210109T2100,-0.94947135,73.0,9.422101,46.54814
20210109T2200,-1.1094713,73.0,8.913181,46.636566
20210109T2300,-1.4294714,73.0,8.669949,41.63353
20210110T0000,-1.8894713,74.0,8.049845,26.565033
20210110T0100,-2.2294714,76.0,7.289444,20.224854
20210110T0200,-2.3894715,77.0,4.896529,17.102722
20210110T0300,-2.5494714,80.0,4.802999,12.994629
20210110T0400,-2.6994715,82.0,4.802999,12.994629
20210110T0500,-2.8494716,84.0,5.0142193,21.037506
20210110T0600,-3.0894713,85.0,5.00128,30.256424
20210110T0700,-3.3194714,85.0,4.802999,12.994629
20210110T0800,-3.7294714,88.0,5.4477882,352.40536
20210110T0900,-4.1994715,90.0,6.0347,342.646
20210110T1000,-4.6694713,92.0,5.8048253,330.25513
20210110T1100,-3.3594716,85.0,5.0911684,351.8699
20210110T1200,-1.1494713,74.0,5.8603754,42.510437
20210110T1300,1.2205287,64.0,13.849477,62.102737
20210110T1400,2.2205286,59.0,19.161337,64.39781
20210110T1500,2.6105285,59.0,18.998316,62.9494
20210110T1600,2.6005285,59.0,18.043148,61.38954
20210110T1700,1.9305286,62.0,15.683774,58.13401
20210110T1800,0.62052864,67.0,12.599998,53.130096
20210110T1900,-1.1094713,72.0,9.585739,55.71312
20210110T2000,-1.8294713,75.0,6.792466,57.994614
20210110T2100,-2.0694714,76.0,4.8433046,48.01277
20210110T2200,-2.2794714,77.0,3.096837,35.53766
20210110T2300,-2.5594714,79.0,2.6208394,15.945404
20210111T0000,-2.8694715,81.0,3.6,360.0
20210111T0100,-3.0694714,81.0,4.1046314,15.255127
20210111T0200,-3.2594714,78.0,3.4152596,18.434952
20210111T0300,-3.5594714,76.0,4.0249224,10.30484
20210111T0400,-3.9294715,78.0,4.6938252,4.398697
20210111T0500,-4.2794714,80.0,3.2399998,360.0
20210111T0600,-4.5094714,84.0,1.835647,11.309921
20210111T0700,-4.6794715,85.0,1.1384199,71.56504
20210111T0800,-4.6994715,84.0,1.609969,116.56505
20210111T0900,-4.6194715,84.0,1.484318,165.96376
20210111T1000,-4.3694715,82.0,0.0,180.0
20210111T1100,-3.5794713,77.0,0.0,180.0
20210111T1200,-2.3594716,73.0,0.5091169,135.0
20210111T1300,-1.3294713,71.0,2.5455842,351.8699
20210111T1400,0.23052865,62.0,6.0347,107.35402
20210111T1500,0.84052867,62.0,4.32,89.99999
20210111T1600,1.0105287,62.0,2.9024127,29.744873
20210111T1700,0.66052866,66.0,2.8116899,320.19443
20210111T1800,0.110528655,67.0,3.2599385,276.34018
20210111T1900,0.030528657,67.0,3.0758414,249.44395
20210111T2000,0.14052865,64.0,4.198285,210.96376
20210111T2100,-0.43947133,67.0,6.439876,206.56505
20210111T2200,-1.2094713,72.0,7.5685663,205.34618
20210111T2300,-1.5894713,74.0,7.0911775,203.9625
20210112T0000,-1.4194714,69.0,7.145796,229.08562
20210112T0100,-1.0894713,63.0,8.534353,242.35403
20210112T0200,-1.0694714,64.0,9.83268,246.2505
20210112T0300,-0.96947134,68.0,10.630672,241.69925
20210112T0400,-0.37947133,69.0,12.10157,247.24902
20210112T0500,-0.15947133,69.0,13.708391,246.8014
20210112T0600,0.62052864,69.0,16.42247,243.99666
20210112T0700,1.4505286,72.0,21.2522,243.869
20210112T0800,2.1305285,73.0,23.828083,243.04782
20210112T0900,2.5805285,72.0,28.82249,242.47478
20210112T1000,2.8305285,75.0,31.237131,242.54901
20210112T1100,3.5705285,75.0,35.58359,244.21268
20210112T1200,3.4405286,82.0,39.60818,244.13364
20210112T1300,3.0905285,84.0,40.430737,245.2605
20210112T1400,3.3705285,85.0,40.7373,244.34073
20210112T1500,3.5005286,84.0,41.23532,245.22485
20210112T1600,3.8505285,82.0,41.12517,246.8014
20210112T1700,3.9605286,81.0,39.86096,253.20163
20210112T1800,3.9605286,82.0,38.6208,258.16635
20210112T1900,4.1005287,82.0,36.04677,261.38434
20210112T2000,4.3805285,83.0,32.24161,263.58917
20210112T2100,4.6205287,85.0,29.598919,265.8151
20210112T2200,4.6805286,86.0,27.397867,266.9872
20210112T2300,4.4205284,90.0,22.553934,294.51965
20210113T0000,3.2205286,93.0,19.174856,320.33215
20210113T0100,2.2505286,93.0,10.041354,345.46555
20210113T0200,1.5405287,92.0,6.638072,319.3987
20210113T0300,1.2805287,93.0,6.162207,276.70984
20210113T0400,1.6505287,92.0,6.8399997,270.0
20210113T0500,0.42052865,90.0,15.226764,263.21103
20210113T0600,-0.7894713,93.0,17.193533,250.42688
20210113T0700,-0.8694713,89.0,14.578888,249.77515
20210113T0800,-1.1894714,88.0,10.163227,247.0679
20210113T0900,-0.5594713,89.0,7.2,233.1301
20210113T1000,0.30052868,88.0,7.754637,248.1986
20210113T1100,2.0005286,82.0,15.905319,275.19443
20210113T1200,4.0105286,78.0,25.099514,278.24634
20210113T1300,5.8105288,82.0,32.138947,274.49716
20210113T1400,5.2705283,61.0,30.274265,272.72632
20210113T1500,5.8005285,64.0,35.656357,271.73572
20210113T1600,5.5805287,71.0,35.428463,264.75287
20210113T1700,5.7105284,75.0,33.636406,264.47247
20210113T1800,5.4705286,81.0,36.40453,267.1659
20210113T1900,5.1805286,82.0,27.691935,243.76807
20210113T2000,6.1705284,89.0,42.206066,261.66257
20210113T2100,6.290529,92.0,45.242702,264.0626
20210113T2200,6.7105284,96.0,52.55506,279.46234
20210113T2300,6.5905285,98.0,40.276585,277.18854
20210114T0000,6.6705284,98.0,40.384235,281.30994
20210114T0100,6.5605288,98.0,47.373863,281.39532
20210114T0200,6.290529,97.0,49.362022,280.0806
20210114T0300,6.0105286,97.0,46.63494,285.21634
20210114T0400,5.040529,98.0,28.241077,342.951
20210114T0500,0.7105287,93.0,20.5484,3.0127716
20210114T0600,1.1405287,94.0,16.563911,358.75464
20210114T0700,0.78052866,94.0,12.620554,3.2704926
20210114T0800,0.46052867,94.0,14.118243,19.358978
20210114T0900,0.27052864,95.0,4.6102495,38.659805
20210114T1000,0.13052866,96.0,3.6,180.0
20210114T1100,0.13052866,96.0,5.8048253,187.12502
20210114T1200,0.85052866,93.0,1.9386592,158.1986
20210114T1300,0.48052865,95.0,4.802999,77.00538
20210114T1400,0.68052864,95.0,5.634891,116.56505
20210114T1500,0.98052865,95.0,11.440979,114.14554
20210114T1600,1.1305287,94.0,15.277749,124.43899
20210114T1700,1.0305287,95.0,19.770523,123.11134
20210114T1800,0.6305287,96.0,23.510508,115.3879
20210114T1900,0.5705287,97.0,30.10685,116.25865
20210114T2000,0.50052863,97.0,34.82895,119.74488
20210114T2100,0.48052865,97.0,34.30594,118.17859
20210114T2200,0.49052867,97.0,33.043606,113.77235
20210114T2300,0.53052866,97.0,36.77114,108.25756
20210115T0000,0.60052866,95.0,38.592266,104.03624
20210115T0100,0.43052867,92.0,37.490158,101.63363
20210115T0200,0.25052866,91.0,31.92654,97.125015
20210115T0300,0.41052866,94.0,27.419146,93.76403
20210115T0400,0.19052866,97.0,20.523155,88.99491
20210115T0500,0.18052867,97.0,10.948973,80.537674
20210115T0600,0.17052865,98.0,4.3498964,65.55604
20210115T0700,0.16052866,98.0,4.802999,77.00538
20210115T0800,0.030528657,97.0,12.849528,101.30993
20210115T0900,-0.6694713,93.0,15.463244,102.09476
20210115T1000,-1.1194713,95.0,14.587776,105.75117
20210115T1100,-0.8694713,86.0,10.805998,119.981636
20210115T1200,-0.21947134,75.0,10.829958,111.44774
20210115T1300,-0.17947134,78.0,7.5599995,89.99999
20210115T1400,0.22052866,85.0,7.8954163,316.8476
20210115T1500,-0.47947133,92.0,13.18308,325.008
20210115T1600,0.7005287,87.0,9.0,343.7398
20210115T1700,1.1105287,91.0,6.130579,356.63354
20210115T1800,0.59052867,94.0,9.47012,81.25384
20210115T1900,-1.7294713,95.0,14.332341,78.40782
20210115T2000,-3.1394715,81.0,16.418526,74.74488
20210115T2100,-3.4294715,84.0,11.659777,81.11935
20210115T2200,-3.8794715,94.0,8.557102,112.249016
20210115T2300,-4.459471,94.0,8.209263,127.874985
20210116T0000,-4.709471,91.0,6.989936,124.508514
20210116T0100,-4.5994716,88.0,5.1165614,129.2894
20210116T0200,-4.5794716,89.0,3.8939953,146.30994
20210116T0300,-4.4294715,90.0,2.5959969,123.69006
20210116T0400,-4.2194715,93.0,2.5959969,56.30993
20210116T0500,-4.2294717,92.0,3.8268526,41.18593
20210116T0600,-3.9694715,93.0,2.9024127,60.25511
20210116T0700,-3.7994714,94.0,0.71999997,89.99999
20210116T0800,-4.3794713,93.0,0.71999997,180.0
20210116T0900,-4.5394716,93.0,1.8,126.869896
20210116T1000,-3.6394715,94.0,3.2399998,89.99999
20210116T1100,-1.9294714,93.0,2.9024127,97.125015
20210116T1200,-0.95947134,74.0,3.8939953,123.69006
20210116T1300,-0.30947134,74.0,3.5455887,113.96249
20210116T1400,-0.69947135,79.0,5.7599998,89.99999
20210116T1500,0.030528657,80.0,4.3349743,94.76365
20210116T1600,0.08052866,80.0,4.8433046,131.98721
20210116T1700,-0.16947135,80.0,4.8433046,138.01279
20210116T1800,-0.52947134,91.0,6.2145634,100.00798
20210116T1900,-0.68947136,91.0,8.825508,101.76829
20210116T2000,-0.4994713,89.0,9.826088,118.442924
20210116T2100,-0.20947134,89.0,2.9024127,172.87498
20210116T2200,0.41052866,87.0,9.885262,280.4915
20210116T2300,-0.29947135,95.0,17.709658,243.43495
20210117T0000,-0.13947135,95.0,15.990646,238.81503
20210117T0100,-0.04947134,95.0,10.44,223.60281
20210117T0200,0.67052865,87.0,14.565548,219.9869
20210117T0300,1.1205287,89.0,23.773632,237.99463
20210117T0400,1.8705287,98.0,23.087763,259.2157
20210117T0500,1.8705287,93.0,35.377213,257.66092
20210117T0600,1.7605287,91.0,43.775166,258.13562
20210117T0700,1.6105287,90.0,48.530617,260.60754
20210117T0800,1.3405286,91.0,49.38434,267.075
20210117T0900,1.0805286,93.0,46.4902,272.66302
20210117T1000,1.3705287,93.0,43.225487,277.6577
20210117T1100,2.2205286,92.0,39.70459,274.15967
20210117T1200,2.6105285,92.0,39.660496,278.35077
20210117T1300,3.2005286,90.0,40.872288,275.55994
20210117T1400,2.2705286,92.0,30.657122,279.46234
20210117T1500,3.3105285,90.0,31.1686,276.6325
20210117T1600,4.3505287,90.0,25.842384,288.68735
20210117T1700,3.9805286,93.0,19.881649,301.67548
20210117T1800,2.7305286,99.0,19.164717,298.00916
20210117T1900,1.8005286,97.0,19.386591,285.06848
20210117T2000,0.80052865,97.0,18.486622,276.70984
20210117T2100,1.5405287,95.0,18.0036,268.85425
20210117T2200,2.2705286,94.0,20.883104,270.98776
20210117T2300,2.3005285,95.0,21.03152,276.8817
20210118T0000,2.2505286,96.0,20.316889,277.125
20210118T0100,2.0405285,93.0,20.364674,278.1301
20210118T0200,1.8605287,93.0,17.81909,278.1301
20210118T0300,1.7105286,92.0,17.414476,277.125
20210118T0400,1.6905286,94.0,16.299694,276.34018
20210118T0500,2.0105286,97.0,15.876775,273.9005
20210118T0600,1.9905287,93.0,22.33161,271.84763
20210118T0700,1.8405286,93.0,25.919998,270.0
20210118T0800,1.7905287,92.0,26.28986,268.43063
20210118T0900,1.6205287,92.0,26.282465,269.21518
20210118T1000,1.9805287,89.0,25.929996,268.40887
20210118T1100,2.5905285,84.0,27.722336,270.74408
20210118T1200,3.1605287,80.0,28.47643,272.8986
20210118T1300,3.8905284,76.0,29.024128,277.125
20210118T1400,3.9205287,74.0,20.008356,278.2759
20210118T1500,4.7505283,70.0,20.316889,277.125
20210118T1600,4.5505285,71.0,20.907913,272.96094
20210118T1700,4.6105285,71.0,20.929596,273.9452
20210118T1800,3.4205287,77.0,15.124284,271.36392
20210118T1900,2.1105285,82.0,11.525623,255.52971
20210118T2000,1.3305286,83.0,10.495713,239.03624
20210118T2100,0.85052866,81.0,8.913181,223.36343
20210118T2200,-0.24947134,82.0,8.766573,199.17902
20210118T2300,-0.9294713,81.0,7.208994,182.86241
20210119T0000,-1.5894713,81.0,5.506941,168.69006
20210119T0100,-1.6094713,80.0,5.8048253,172.87498
20210119T0200,-1.4994713,80.0,6.2145634,169.99202
20210119T0300,-1.3294713,80.0,5.0911684,171.8699
20210119T0400,-1.4094714,81.0,5.7599998,180.0
20210119T0500,-1.6694714,83.0,6.4799995,180.0
20210119T0600,-1.4294714,79.0,6.12,180.0
20210119T0700,-1.2694713,76.0,6.162207,173.29016
20210119T0800,-1.0094713,73.0,5.2416787,164.0546
20210119T0900,-0.57947135,65.0,6.193674,144.46231
20210119T1000,-0.32947135,68.0,5.6233797,129.80557
20210119T1100,1.8105286,67.0,4.198285,149.03624
20210119T1200,5.1505284,62.0,0.8049845,296.56506
20210119T1300,6.8705287,57.0,5.6920996,288.43497
20210119T1400,6.9505286,61.0,5.0911684,278.1301
20210119T1500,8.180529,56.0,4.0249224,243.43495
20210119T1600,8.410529,61.0,1.4399999,180.0
20210119T1700,7.7405286,66.0,1.08,89.99999
20210119T1800,6.4905286,77.0,3.563818,135.0
20210119T1900,4.4705286,88.0,7.289444,159.77515
20210119T2000,3.0405285,86.0,7.289444,159.77515
20210119T2100,1.7205287,74.0,6.5693827,170.53767
20210119T2200,1.4205287,68.0,5.154415,155.22485
20210119T2300,1.4705287,68.0,3.7064266,150.94539
20210120T0000,1.5605286,68.0,3.5455887,156.0375
20210120T0100,1.6105287,67.0,2.4149535,153.43495
20210120T0200,1.7705287,64.0,2.6208394,164.0546
20210120T0300,2.1905286,60.0,3.2399998,180.0
20210120T0400,2.2205286,58.0,4.452954,194.03624
20210120T0500,2.2405286,61.0,7.729527,207.75854
20210120T0600,2.8105285,67.0,8.217153,208.81079
20210120T0700,3.2805285,67.0,8.891344,201.37062
20210120T0800,3.6705287,65.0,10.483357,195.9454
20210120T0900,4.2605286,66.0,16.299694,210.52971
20210120T1000,5.5705285,59.0,23.4,216.8699
20210120T1100,6.6505284,60.0,27.0,216.8699
20210120T1200,7.540529,58.0,26.649727,218.41806
20210120T1300,8.940529,53.0,20.3774,212.00539
20210120T1400,9.700529,58.0,12.783802,170.27242
20210120T1500,10.070529,59.0,14.904173,142.8533
20210120T1600,9.350529,65.0,19.008545,127.30394
20210120T1700,6.8105288,72.0,22.077717,114.05734
20210120T1800,4.2505283,81.0,22.702845,117.3777
20210120T1900,3.2005286,81.0,22.180206,125.75388
20210120T2000,2.8205285,82.0,22.322903,127.79394
20210120T2100,1.6705287,86.0,22.97522,125.43331
20210120T2200,1.0505286,88.0,20.883102,125.88214
20210120T2300,2.0405285,84.0,20.26899,123.40782
20210121T0000,1.5105287,95.0,19.826164,119.35776
20210121T0100,2.7005286,83.0,15.986593,125.83765
20210121T0200,3.6305285,77.0,16.595179,130.60129
20210121T0300,4.7205286,65.0,16.610792,150.1011
20210121T0400,5.1305285,55.0,15.5843,173.3675
20210121T0500,5.4405284,56.0,18.486622,186.70984
20210121T0600,5.5305285,59.0,23.587555,195.94539
20210121T0700,6.040529,60.0,26.474077,202.38013
20210121T0800,6.290529,65.0,36.06115,211.94476
20210121T0900,6.4605284,68.0,39.463947,215.71996
20210121T1000,7.1805286,67.0,43.56595,215.92294
20210121T1100,8.200529,65.0,41.90406,216.96835
20210121T1200,9.240529,64.0,37.441727,223.05191
20210121T1300,10.370529,64.0,37.998337,228.45662
20210121T1400,10.630529,62.0,34.653625,227.52612
20210121T1500,11.030529,64.0,32.839027,224.55586
20210121T1600,11.030529,67.0,29.74306,218.11829
20210121T1700,10.670529,71.0,28.555965,213.69006
20210121T1800,10.140529,73.0,27.06472,208.61046
20210121T1900,9.960529,72.0,29.144442,205.61548
20210121T2000,9.930529,71.0,31.716797,206.27422
20210121T2100,9.510529,71.0,28.185953,204.92847
20210121T2200,9.640529,71.0,36.343952,213.69006
20210121T2300,9.660529,70.0,40.036144,217.69424
20210122T0000,9.450529,71.0,37.462494,222.2737
20210122T0100,9.520529,68.0,46.34082,223.74095
20210122T0200,8.760529,73.0,39.496777,222.41422
20210122T0300,8.670529,72.0,39.724167,223.5312
20210122T0400,8.330529,74.0,32.090523,226.81831
