fid,X,FECHA,HORA,MES,N,UBICACION,CRUCE,UBICACION_CRUCE,NUCLEO,ALCOHOLEMIA,GRAVEDAD,HERIDO_HOSP-24,HERIDO_HOSP+24,FALLECIDOS,ALCANCE,ATROPELLO,CAIDA,CHOQUE,COLISION,MARCHA_ATRAS,SALIDA_DE_VIA,SIN_CLASIF,VUELCO,AUTOR_DESC,N_VEHÍC,TURISMO,FURGON,CAMION,AUTOBUS,MOTOCICLET,CICLOMOTOR,BICICLETA,VMP,PEATON,ANIMAL,OTROS,DIA_SEMANA,DESNIVEL,TIPO_VIA,SENTIDO_UNICO,CARRILES_SENTIDO,VELOCIDAD_TRAMO,AÑO,Horario_Sol_AMANECER,Horario_Sol_OCASO,Aemet_prec
"1003",2.53604227944588,2021/09/25,15:00:00,SEPTIEMBRE,"3",CL FEDERICO GARCIA LORCA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:40,19:41,"0,6"
"1004",2.51826850755273,2021/09/26,21:35:00,SEPTIEMBRE,,CR CALA FIGUERA,VERDADERO,GASOLINERA BP,SA PORRASSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:41,19:40,"0,0"
"1005",2.4798593157665,2021/09/26,09:20:00,SEPTIEMBRE,,AV REI JAUME I,VERDADERO,CL LISBOA,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:41,19:40,"0,0"
"1006",2.4514789489291,2021/09/27,12:30:00,SEPTIEMBRE,"58",AV PEGUERA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:42,19:38,"0,0"
"1007",2.43891598778565,2021/09/27,20:00:00,SEPTIEMBRE,"14",CL SAVINA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:42,19:38,"0,0"
"1008",2.594748498529,2021/09/27,11:40:00,SEPTIEMBRE,"1",PS ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:42,19:38,"0,0"
"1009",2.53494005533031,2021/09/27,10:55:00,SEPTIEMBRE,"22",CL RAMON LLULL,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:42,19:38,"0,0"
"1010",2.46843883766485,2021/09/27,08:45:00,SEPTIEMBRE,"2",AV MAR,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:42,19:38,"0,0"
"1011",2.53623704560252,2021/09/29,20:30:00,SEPTIEMBRE,"15",CL COSTA I LLOBERA,FALSO,,PALMANOVA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:44,19:35,"0,6"
"1012",2.51814337845767,2021/09/29,18:30:00,SEPTIEMBRE,,CR CALA FIGUERA,VERDADERO,GASOLINERA BP,SA PORRASSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"4",,,,,,"2021",07:44,19:35,"0,6"
"1013",2.53195219015623,2021/09/30,22:15:00,SEPTIEMBRE,"9",CL SOL,FALSO,,BADIA DE PALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:45,19:33,"0,0"
"1014",2.5322318264817,2021/09/30,05:15:00,SEPTIEMBRE,"17",AV CAS SABONERS,FALSO,,MAGALUF,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:45,19:33,"0,0"
"1015",2.45815431413047,2021/09/30,00:33:00,SEPTIEMBRE,"21",CL GAVINES,FALSO,,PAGUERA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:45,19:33,"0,0"
"1016",2.43951443128373,2021/09/30,14:45:00,SEPTIEMBRE,,AV PEGUERA,VERDADERO,CL ANA GAYA MAYOL,PAGUERA,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:45,19:33,"0,0"
"1017",2.44481011220224,2021/09/30,11:00:00,SEPTIEMBRE,,CR CALA FORNELLS,VERDADERO,CL ESPIGA,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:45,19:33,"0,0"
"1018",2.47599962722361,2021/10/01,18:30:00,OCTUBRE,,GV PENYES ROTGES,VERDADERO,CR MAGALUF-S.PONSA,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:46,19:32,"15,6"
"1019",2.53688989305498,2021/10/02,05:40:00,OCTUBRE,"8",AV CAS SABONERS,FALSO,,PALMANOVA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:47,19:30,"0,0"
"1020",2.59506404146435,2021/10/02,20:25:00,OCTUBRE,"3",PS ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:47,19:30,"0,0"
"1021",2.53976455604757,2021/10/03,16:00:00,OCTUBRE,"11",CL MARTIN ROS GARCIA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:48,19:29,"5,3"
"1022",2.50007173066662,2021/10/03,20:58:00,OCTUBRE,"39",CR CALVIA-CAPDELLA,FALSO,,CALVIA,Positivo,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:48,19:29,"5,3"
"1023",2.57205486733278,2021/10/04,16:40:00,OCTUBRE,"2",PJ MAR,FALSO,,PORTALS NOUS,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:48,19:27,"3,3"
"1024",2.51395716101516,2021/10/05,16:40:00,OCTUBRE,,PASSEIG CALVIA,FALSO,,SON FERRER,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:49,19:25,"0,0"
"1025",2.50672763072988,2021/10/05,09:15:00,OCTUBRE,,CL MAR MEDITERRANIA,VERDADERO,CL MAGDALENA,SON BUGADELLES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",07:49,19:25,"0,0"
"1026",2.49200810028379,2021/10/07,10:00:00,OCTUBRE,"158",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:51,19:22,"0,0"
"1027",2.54758759975149,2021/10/07,12:30:00,OCTUBRE,"2",CL SARAGOSSA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:51,19:22,"0,0"
"1028",2.47399988911937,2021/10/07,13:50:00,OCTUBRE,"54",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",07:51,19:22,"0,0"
"1029",2.48181597370448,2021/10/08,13:33:00,OCTUBRE,"34",CL RAMON DE MONTCADA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",07:52,19:21,"0,0"
"1030",2.48499529684149,2021/10/09,19:15:00,OCTUBRE,"108",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:53,19:19,"0,0"
"1031",2.58250249298846,2021/10/09,11:55:00,OCTUBRE,,CL PUIG DES CAPITA,FALSO,,BENDINAT,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:53,19:19,"0,0"
"1032",2.4842516652885,2021/10/09,14:40:00,OCTUBRE,"102",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:53,19:19,"0,0"
"1033",2.50673757232818,2021/10/09,09:45:00,OCTUBRE,,CL VALENCIA,FALSO,,SON BUGADELLES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",07:53,19:19,"0,0"
"1034",2.48704127777206,2021/10/10,08:28:00,OCTUBRE,,AV SANTA PONSA,VERDADERO,AV GOLF,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:54,19:18,"0,0"
"1035",2.49056060357101,2021/10/10,18:43:00,OCTUBRE,,AV SANTA PONSA,VERDADERO,GV PUIG DES CASTELLE,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",07:54,19:18,"0,0"
"1036",2.48794198657823,2021/10/11,08:55:00,OCTUBRE,"27",CL RIU SIL,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",07:55,19:16,"0,0"
"1037",2.50208815867456,2021/10/13,17:05:00,OCTUBRE,,CL SON THOMAS,VERDADERO,CL MAR MEDITERRANIA,SON BUGADELLES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",07:57,19:13,"1,8"
"1038",2.4792289811388,2021/10/15,17:55:00,OCTUBRE,"103",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"6",,,,,,"2021",08:00,19:10,"0,0"
"1039",2.57538984140794,2021/10/15,12:00:00,OCTUBRE,"9000",CR ANDRATX,FALSO,,PORTALS NOUS,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",08:00,19:10,"0,0"
"1040",2.56829272103866,2021/10/15,03:30:00,OCTUBRE,,CL ANTONI M. ALCOVER,FALSO,,COSTA DEN BLANES,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",08:00,19:10,"0,0"
"1041",2.50015644322865,2021/10/15,18:30:00,OCTUBRE,,AV PUIG DE SARAGOSSA,FALSO,,GALATZO,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",08:00,19:10,"0,0"
"1042",2.54244608509752,2021/10/16,10:50:00,OCTUBRE,"36",CL TORRENOVA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:01,19:09,"0,0"
"1043",2.45554068039133,2021/10/16,17:15:00,OCTUBRE,"45",CL GAVINES,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:01,19:09,"0,0"
"1044",2.50671861025109,2021/10/16,22:30:00,OCTUBRE,,CL JAIME III,FALSO,,CALVIA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:01,19:09,"0,0"
"1045",2.53292260810214,2021/10/16,19:15:00,OCTUBRE,"18",AV OLIVERA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:01,19:09,"0,0"
"1046",2.59478979923655,2021/10/18,18:10:00,OCTUBRE,,PZ CONQUESTA,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",08:03,19:06,"0,0"
"1047",2.5138952654357,2021/10/18,17:40:00,OCTUBRE,"4",CM QUARTERADES,FALSO,,CALVIA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",08:03,19:06,"0,0"
"1048",2.54067343928223,2021/10/19,09:02:00,OCTUBRE,"1",CL MARTIN ROS GARCIA,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",08:04,19:04,"0,0"
"1049",2.49004244746751,2021/10/19,19:29:00,OCTUBRE,,PZ JARDI,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",08:04,19:04,"0,0"
"1050",2.53228197150755,2021/10/20,15:27:00,OCTUBRE,"3",CL PARIS,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",08:05,19:03,"0,0"
"1051",2.5315345621472,2021/10/20,17:50:00,OCTUBRE,"6",AV NOTARI ALEMANY,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",08:05,19:03,"0,0"
"1052",2.51052688418101,2021/10/25,14:30:00,OCTUBRE,"31",CL ILLES CANARIES,FALSO,,SON BUGADELLES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",08:10,18:56,"0,0"
"1053",2.53616403371821,2021/10/26,18:55:00,OCTUBRE,"4",CL PINZONS,FALSO,,PALMANOVA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"3",,,,,,"2021",08:11,18:55,"0,0"
"1054",2.50459035772074,2021/10/27,10:00:00,OCTUBRE,"15",AV PALMA,FALSO,,CALVIA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",08:12,18:54,"0,0"
"1055",2.50181682696645,2021/10/27,15:20:00,OCTUBRE,"31",CL ASTOR,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",08:12,18:54,"0,0"
"1056",2.54557760421257,2021/10/28,13:50:00,OCTUBRE,"11",CL NAVARRA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",08:13,18:52,"2,3"
"1057",2.47218597324248,2021/10/28,06:00:00,OCTUBRE,"1",CL HUGUET DES FAR,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",08:13,18:52,"2,3"
"1058",2.59655811614133,2021/10/28,10:30:00,OCTUBRE,"6",CR ANDRATX,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",08:13,18:52,"2,3"
"1059",2.53652535813871,2021/10/29,17:50:00,OCTUBRE,"2",CL GERMANS MONTCADA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",08:14,18:51,"9,6"
"1060",2.51792446702077,2021/10/30,13:00:00,OCTUBRE,,CR MAGALUF-S.PONSA,FALSO,,SA PORRASSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:16,18:50,"7,1"
"1061",2.47886090724123,2021/10/30,13:00:00,OCTUBRE,"41",CL PUIG DE LA SIRVI,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:16,18:50,"7,1"
"1062",2.49051784088222,2021/10/30,15:45:00,OCTUBRE,"158",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",08:16,18:50,"7,1"
