gid;hora;mes;n;ubicacion;cruce;ubicacion_;nucleo;alcoholemi;gravedad;herido_hos;herido_h_1;fallecidos;alcance;atropello;caida;choque;colision;marcha_atr;salida_de_;sin_clasif;vuelco;autor_desc;n_vehÍc;turismo;furgon;camion;autobus;motociclet;ciclomotor;bicicleta;vmp;peaton;animal;otros;dia_semana;aÑo;fecha;HORARIO_SOL_AMANECER;HORARIO_SOL_OCASO;coord_x;coord_y
"284";13:45;JULIO;"27";VI CREU;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/07/30;06:47:00;21:04:00;2.4716920000;39.5119183000
"285";20:27;JULIO;;CL QUEVEDO;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/07/30;06:47:00;21:04:00;2.5270878000;39.5033576000
"286";09:00;JULIO;"25";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/07/30;06:47:00;21:04:00;2.4874999000;39.5192621000
"288";19:25;JULIO;"9";CL PUNTA BALENA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/07/31;06:48:00;21:03:00;2.5375528000;39.5098628000
"287";03:25;JULIO;;CL COLL DE N'ESTEVE;FALSO;;ES CAPDELLA;Positivo;HERIDO_HOSP+24;"0";"1";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/07/31;06:48:00;21:03:00;2.4690465000;39.5794111000
"289";18:30;AGOSTO;"50";PS ILLETES;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/01;06:49:00;21:02:00;2.5900033000;39.5356171000
"290";12:05;AGOSTO;"1";AV NOTARI ALEMANY;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;7;"2020";2020/08/01;06:49:00;21:02:00;2.5324475000;39.5048596000
"291";07:30;AGOSTO;;AV SANTA PONSA;VERDADERO;CL PUIG DE LA SIRVI;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/01;06:49:00;21:02:00;2.4738939000;39.5049362000
"292";09:50;AGOSTO;"5";CM QUARTERADES;FALSO;;CALVIA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/02;06:50:00;21:01:00;2.5142221000;39.5573441000
"293";11:50;AGOSTO;"111";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/03;06:51:00;21:00:00;2.4859086000;39.5168581000
"294";18:35;AGOSTO;"2";AV MALLORCA;FALSO;;SOL DE MALLORCA;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2020";2020/08/04;06:52:00;20:58:00;2.5203964000;39.4836033000
"295";11:20;AGOSTO;"113";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/05;06:53:00;20:57:00;2.4862326000;39.5170395000
"296";07:45;AGOSTO;"9";CL RAMON DE MONTCADA;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/05;06:53:00;20:57:00;2.4737397000;39.5198070000
"297";18:50;AGOSTO;"32";AV ROSSEGADA;FALSO;;BENDINAT;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/05;06:53:00;20:57:00;2.5812452000;39.5329399000
"298";12:05;AGOSTO;"8";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/05;06:53:00;20:57:00;2.4873752000;39.5192110000
"299";11:20;AGOSTO;"10";CL CORDOVA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/08/06;06:54:00;20:56:00;2.5406041000;39.5300400000
"300";10:35;AGOSTO;"109";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/08/06;06:54:00;20:56:00;2.4849261000;39.5163482000
"301";17:50;AGOSTO;"1";CL GRAN VIA;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/07;06:55:00;20:55:00;2.4812533000;39.4909255000
"302";03:00;AGOSTO;"6";CL S. MIQUEL LIRIA;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/07;06:55:00;20:55:00;2.5413810000;39.5109570000
"303";07:00;AGOSTO;"46";PS MAR;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/07;06:55:00;20:55:00;2.5363166000;39.5198569000
"304";17:20;AGOSTO;;CR CALA FIGUERA;FALSO;;SON FERRER;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/07;06:55:00;20:55:00;2.5132529000;39.4948158000
"305";07:30;AGOSTO;"9";AV NOTARI ALEMANY;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/07;06:55:00;20:55:00;2.5336530000;39.5025147000
"306";09:40;AGOSTO;"109";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/08;06:56:00;20:54:00;2.4848402000;39.5163026000
"307";18:30;AGOSTO;"122";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/08;06:56:00;20:54:00;2.4879075000;39.5171483000
"308";17:25;AGOSTO;;CL BENITO J. FEIJOO;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/09;06:56:00;20:53:00;2.5642242000;39.5330466000
"309";20:05;AGOSTO;;PASSEIG CALVIA;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/09;06:56:00;20:53:00;2.5265068000;39.5040832000
"310";22:55;AGOSTO;"2";AV PEGUERA;FALSO;;PAGUERA;Positivo;HERIDO_HOSP+24;"0";"1";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/09;06:56:00;20:53:00;2.4398676000;39.5375487000
"311";12:50;AGOSTO;;CR MAGALUF-S.PONSA;FALSO;;SON FERRER;NEGATIVO;HERIDO_HOSP-24;"5";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/10;06:57:00;20:51:00;2.5136450000;39.4973732000
"312";09:10;AGOSTO;;CL FEDERICO GARCIA LORCA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/10;06:57:00;20:51:00;2.5359880000;39.5097924000
"313";08:25;AGOSTO;;CM SON PILLO;FALSO;;CALVIA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/10;06:57:00;20:51:00;2.4969336000;39.5531750000
"314";17:45;AGOSTO;"54";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"3";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/10;06:57:00;20:51:00;2.4739394000;39.5114344000
"315";16:45;AGOSTO;;CM SON PILLO;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/08/13;07:00:00;20:48:00;2.5209851000;39.5198089000
"317";00:15;AGOSTO;"39";AV CAS SABONERS;FALSO;;PALMANOVA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/08/13;07:00:00;20:48:00;2.5308143000;39.5193305000
"316";12:30;AGOSTO;;CL ADOLFO COLOMAR SCHOPKER;FALSO;;PAGUERA;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/08/13;07:00:00;20:48:00;2.4566093000;39.5416985000
"318";10:30;AGOSTO;;CR CALA FORNELLS;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/14;07:01:00;20:46:00;2.4448890000;39.5370659000
"319";15:00;AGOSTO;;AV SON CALIU;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/15;07:02:00;20:45:00;2.5439876000;39.5277306000
"320";01:45;AGOSTO;;CR ANDRATX;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/15;07:02:00;20:45:00;2.5958708000;39.5474177000
"321";13:00;AGOSTO;"7800";CR ANDRATX;VERDADERO;PASSEIG CALVIA;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;7;"2020";2020/08/15;07:02:00;20:45:00;2.5921380000;39.5432487000
"322";13:20;AGOSTO;"20";CL MESTRE NICOLAU;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/16;07:03:00;20:43:00;2.5397422000;39.5252513000
"323";13:00;AGOSTO;;CL CALA CONTESA;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/16;07:03:00;20:43:00;2.5890631000;39.5339693000
"325";13:30;AGOSTO;"122";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/17;07:04:00;20:42:00;2.4883462000;39.5171922000
"326";16:00;AGOSTO;;CM PORRASSA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/17;07:04:00;20:42:00;2.5304609000;39.5054791000
"327";14:25;AGOSTO;"34";CR CALA FIGUERA;FALSO;;SA PORRASSA;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;2;"2020";2020/08/17;07:04:00;20:42:00;2.5176954959;39.5034204531
"328";14:00;AGOSTO;"5";CL NOGUER;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/17;07:04:00;20:42:00;2.4468732000;39.5377255000
"324";15:50;AGOSTO;"34";CL HUGUET DES FAR;FALSO;;SANTA PONSA;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/17;07:04:00;20:42:00;2.4722538000;39.5204886000
"329";20:30;AGOSTO;;CL ANTONI M. ALCOVER;FALSO;;COSTA DEN BLANES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;3;"2020";2020/08/18;07:05:00;20:41:00;2.5662701000;39.5323846000
"330";20:50;AGOSTO;"12";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/19;07:06:00;20:39:00;2.4880383000;39.5183563000
"331";13:58;AGOSTO;"7";CL JAUME I;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/19;07:06:00;20:39:00;2.5341028000;39.5197467000
"332";12:25;AGOSTO;"5";CL PINS;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/19;07:06:00;20:39:00;2.4513309000;39.5385807000
"333";11:25;AGOSTO;"9000";CR ANDRATX;FALSO;;PORTALS NOUS;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;4;"2020";2020/08/19;07:06:00;20:39:00;2.5755167000;39.5375771000
"334";17:25;AGOSTO;"12";AV MAR;FALSO;;COSTA DE LA CALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/21;07:08:00;20:36:00;2.4685325000;39.5239777000
"335";10:05;AGOSTO;;AV GOLF;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/22;07:09:00;20:35:00;2.4856139000;39.5118501000
"336";14:35;AGOSTO;;AV SANTA PONSA;VERDADERO;CL PUIG DE LA SIRVI;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/22;07:09:00;20:35:00;2.4737546000;39.5048956000
"337";12:53;SEPTIEMBRE;"4";CL ROSES BERMEJO;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2020";2020/08/22;07:09:00;20:35:00;2.5429099000;39.5254899000
"338";21:00;AGOSTO;"122";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP+24;"0";"1";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;7;"2020";2020/08/22;07:09:00;20:35:00;2.4879523137;39.5175043290
"339";21:00;AGOSTO;;CL ROSA;FALSO;;BADIA DE PALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2020";2020/08/23;07:10:00;20:34:00;2.5248690000;39.4928551000
"340";01:00;AGOSTO;;FINCA PUBLICA GALATZO;FALSO;;ES CAPDELLA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2020";2020/08/24;07:10:00;20:32:00;2.4813551485;39.5971259589
"341";13:25;AGOSTO;;CL MINO;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2020";2020/08/25;07:11:00;20:31:00;2.5310679625;39.5122338205
"342";20:30;AGOSTO;"5";AV SON MATIES;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2020";2020/08/27;07:13:00;20:28:00;2.5371525242;39.5142647861
"343";13:20;AGOSTO;;PLATJA ILLETES;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/28;07:14:00;20:26:00;2.5899681000;39.5367914000
"345";11:00;AGOSTO;"122";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/28;07:14:00;20:26:00;2.4881546403;39.5173296727
"344";23:10;AGOSTO;"28";CL CONDOR;FALSO;;SON FERRER;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2020";2020/08/28;07:14:00;20:26:00;2.5009960000;39.4974131000
